Dur,SrcAddr,DstAddr,Proto,TotBytes,Sport,Dport,Label,Rand
109.710529,192.168.137.87,216.58.200.142,TLSv1.2,189,41469,443,Normal,0.630476786
8.853511,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.630546928
4.31961,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.630560022
66.452581,192.168.137.85,59.152.9.237,TCP,78,36674,443,Botnet,0.630568175
60.631855,172.217.26.173,192.168.137.233,TCP,1434,443,51407,Botnet,0.630582899
104.008833,192.168.137.233,23.20.239.12,TCP,66,49952,80,Botnet,0.630591115
111.150106,172.217.167.132,192.168.137.87,TLSv1.2,1279,443,40652,Normal,0.630600065
67.577946,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.630611569
60.370931,192.168.137.233,172.217.26.173,TCP,66,51407,443,Botnet,0.630668665
121.324906,192.168.137.87,192.229.237.96,TCP,74,44128,443,Normal,0.630669263
4.547105,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.630669266
13.092769,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.630682988
67.14551,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.630718213
114.223775,172.217.167.132,192.168.137.87,TCP,66,443,40652,Normal,0.630754648
1.997203,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.630793812
68.229852,192.168.137.85,59.152.9.237,TCP,94,36674,443,Botnet,0.630814396
10.013704,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.630861179
66.556655,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.630866184
1.138652,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.630916151
41.554236,43.227.117.155,192.168.137.85,TLSv1.2,97,443,37179,Botnet,0.630920363
60.17881,192.168.137.85,23.20.239.12,HTTP,228,58136,80,Botnet,0.630923541
120.983819,192.168.137.87,192.229.237.96,TCP,66,44123,443,Normal,0.630924377
60.337683,192.168.137.233,172.217.26.173,TCP,66,51407,443,Botnet,0.630926817
6.014209,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.630952918
64.776635,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.631004283
1.345594,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.631047711
9.500531,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.631064807
64.758698,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.631087672
59.413748,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.631158734
78.973963,192.168.137.233,216.58.197.46,TCP,66,47734,443,Botnet,0.631322253
66.97352,192.168.137.85,59.152.9.237,TCP,86,36674,443,Botnet,0.631359182
38.4479,172.217.167.132,192.168.137.87,TLSv1.2,1434,443,40652,Normal,0.631363974
5.891051,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.631412043
4.073862,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.631420864
10.286326,192.168.137.87,158.69.127.66,TCP,78,36387,443,Normal,0.631543213
18.315488,192.168.137.233,183.36.108.251,TCP,54,56046,80,Botnet,0.631543924
69.18949,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.631571064
64.250557,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.631577713
67.647282,192.168.137.85,59.152.9.237,TCP,86,36674,443,Botnet,0.631597329
0.79295,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.631630271
5.862365,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.631632377
4.110979,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.631698651
16.032745,172.217.194.154,192.168.137.85,TCP,66,443,41152,Botnet,0.631728943
64.363281,192.168.137.233,23.20.239.12,TCP,66,52102,80,Botnet,0.631744229
59.72186,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.631766229
7.513028,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.631775632
67.592516,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.631781729
4.537925,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.631792345
111.114652,192.168.137.87,172.217.167.132,TLSv1.2,108,40652,443,Normal,0.631792985
67.664347,192.168.137.85,59.152.9.237,TCP,94,36674,443,Botnet,0.63180191
6.19148,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.631805689
68.355621,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.63183756
56.592366,216.58.196.174,192.168.137.85,TLSv1.2,1051,443,39750,Botnet,0.631840514
13.683014,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.631960103
110.864126,192.168.137.87,172.217.167.132,TCP,66,41484,443,Normal,0.631972053
10.80106,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.631995102
3.153266,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.632084003
60.335646,192.168.137.233,172.217.26.173,TCP,66,51407,443,Botnet,0.632130769
2.782504,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.632135402
65.551818,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.632138621
41.973944,192.168.137.87,103.102.166.224,TCP,66,53196,443,Normal,0.632217366
65.503431,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.632334517
66.329416,192.168.137.85,59.152.9.237,TCP,94,36674,443,Botnet,0.632380289
63.98318,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.63240991
77.240495,192.168.137.233,183.36.108.251,TCP,54,55999,80,Botnet,0.632431076
6.807411,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.632547459
6.939165,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.632568094
64.18474,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.632661066
3.434668,192.168.137.87,172.217.31.206,TCP,66,37868,443,Normal,0.632667607
14.455579,183.36.108.251,192.168.137.233,TCP,66,80,55949,Botnet,0.632700374
12.401747,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.632715316
12.124833,192.168.137.87,158.69.127.66,TCP,78,36387,443,Normal,0.632724287
69.082941,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.632759092
8.559926,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.632816349
4.184254,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.632873759
8.497945,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.632901754
44.765184,192.168.137.233,183.36.108.251,TCP,66,55987,80,Botnet,0.632964222
12.170872,192.168.137.87,158.69.127.66,TCP,78,36387,443,Normal,0.633045167
12.702553,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.633055715
2.083006,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.633057291
1.336857,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.633088526
2.136024,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.633101681
121.661727,192.168.137.87,192.229.237.96,TCP,66,44128,443,Normal,0.633116146
63.605461,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.633116985
8.499325,23.20.239.12,192.168.137.85,HTTP,1095,80,50274,Botnet,0.633143108
126.320151,192.168.137.87,104.244.42.65,TLSv1.2,192,41400,443,Normal,0.633146345
66.175769,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.633212264
4.225157,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.633229816
61.483712,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.633236861
10.718318,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.633254406
122.275901,104.244.42.130,192.168.137.87,TLSv1.2,509,443,50332,Normal,0.63330604
7.634364,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.633318419
99.22129,192.168.137.233,183.36.108.251,TCP,54,56023,80,Botnet,0.633374085
9.684956,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.633432163
31.232977,192.168.137.85,172.217.194.147,TLSv1.2,192,38787,443,Botnet,0.633439192
107.471983,192.168.137.87,172.217.167.132,TLSv1.2,112,40652,443,Normal,0.63345614
89.863325,192.168.137.233,183.36.108.251,TCP,74,56125,80,Botnet,0.633522707
10.893424,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.633525239
52.266095,192.168.137.87,172.217.167.132,TCP,66,40652,443,Normal,0.633530814
68.569986,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.633571221
36.225846,192.168.137.87,172.217.167.132,TCP,66,40652,443,Normal,0.633698129
72.772339,183.36.108.251,192.168.137.233,TCP,66,80,56107,Botnet,0.633754407
59.87627,192.168.137.233,183.36.108.251,TCP,74,56001,80,Botnet,0.63378858
13.696515,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.633880483
60.381162,192.168.137.233,172.217.26.173,TCP,66,51407,443,Botnet,0.633896049
0.641502,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.633910862
60.135326,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.633927691
8.24657,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.634074193
64.885665,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.6341099
126.966088,192.168.137.87,104.244.42.198,TCP,66,58299,443,Normal,0.634152654
95.624121,157.240.25.20,192.168.137.233,TLSv1.2,1360,443,35903,Botnet,0.634154776
42.858797,192.168.137.85,43.227.117.155,TCP,66,40466,443,Botnet,0.634196257
88.41038,192.168.137.87,172.217.26.173,TCP,78,47516,443,Normal,0.634212326
68.434322,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.634281777
3.61297,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.63431287
60.719989,192.168.137.233,172.217.26.173,TCP,94,51407,443,Botnet,0.634333443
41.500912,192.168.137.87,192.168.137.1,DNS,80,10652,53,Normal,0.634406305
40.377839,172.217.167.132,192.168.137.87,TCP,66,443,40652,Normal,0.63440798
8.728242,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.634408723
64.002231,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.634440752
9.381176,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.634475646
4.343845,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.634486785
0.929971,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.634509564
10.218569,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.634513545
64.968411,192.168.137.85,59.152.9.237,TCP,94,36674,443,Botnet,0.634537756
66.24133,192.168.137.85,59.152.9.237,TCP,78,36674,443,Botnet,0.634554237
68.011193,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.634582991
75.130207,183.36.108.251,192.168.137.233,TCP,54,80,56111,Botnet,0.634602883
65.52737,192.168.137.233,183.36.108.251,TCP,74,56103,80,Botnet,0.634695532
93.358483,192.168.137.233,183.36.108.251,TCP,66,56020,80,Botnet,0.634774679
3.302348,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.634804779
47.11006,74.125.24.97,192.168.137.85,TCP,616,443,57840,Botnet,0.634834843
64.776634,192.168.137.85,59.152.9.237,TCP,94,36674,443,Botnet,0.634926776
12.439437,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.634939757
147.490921,216.58.200.129,192.168.137.87,TCP,129,443,35269,Normal,0.63494754
113.787711,192.168.137.233,183.36.108.251,TCP,74,56032,80,Botnet,0.635000961
111.081038,192.168.137.87,172.217.167.132,TLSv1.2,280,41484,443,Normal,0.635011624
24.500839,183.36.108.251,192.168.137.233,HTTP,1095,80,56058,Botnet,0.635030404
8.62131,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.635041944
5.432354,183.36.108.251,192.168.137.85,SSL,107,443,58082,Botnet,0.635076554
7.768382,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.635086649
117.02836,192.229.237.96,192.168.137.87,TCP,1434,443,44118,Normal,0.635199947
31.160654,172.217.194.147,192.168.137.85,TCP,66,443,38787,Botnet,0.635221711
64.264264,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.635231886
6.792986,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.635289099
6.686299,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.63533464
2.900725,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.635336709
2.729026,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.635338143
8.806185,158.69.127.66,192.168.137.87,TCP,386,443,36387,Normal,0.635346361
1.367414,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.635387784
68.114528,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.635425469
1.335204,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.635449946
12.491158,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.635451066
10.797618,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.63549262
38.415071,172.217.167.132,192.168.137.87,TLSv1.2,1434,443,40652,Normal,0.635568813
11.159497,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.635579379
65.451136,192.168.137.85,59.152.9.237,TCP,86,36674,443,Botnet,0.635651439
19.980013,192.168.137.87,183.36.108.251,TCP,74,43969,80,Normal,0.635752945
67.61225,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.635801759
65.597354,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.635838952
1.628657,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.635865949
13.792394,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.635881948
6.354181,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.635904921
3.561794,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.635905115
59.644533,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.635936869
40.50447,192.168.137.85,178.33.210.255,TCP,66,48246,80,Botnet,0.635981785
64.657862,178.33.210.255,192.168.137.85,HTTP,585,80,51723,Botnet,0.636012316
61.496511,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.636033323
12.1834,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.636090378
62.980927,192.168.137.233,183.36.108.251,TCP,66,56099,80,Botnet,0.636118551
8.705604,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.636134418
69.091568,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.636218662
6.742239,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.636237625
11.942042,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.63627004
1.594218,158.69.127.66,192.168.137.87,SSLv2,1434,443,36387,Normal,0.636321597
3.579027,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.636333254
14.484212,158.69.127.66,192.168.137.87,TCP,1080,443,36387,Normal,0.636372953
98.32064,192.168.137.233,183.36.108.251,TCP,54,56130,80,Botnet,0.636375995
44.46647,192.168.137.87,183.36.108.251,TCP,54,43987,80,Normal,0.636443048
41.466798,192.168.137.87,103.102.166.224,TCP,66,53196,443,Normal,0.636451436
9.378892,192.168.137.87,158.69.127.66,TCP,78,36387,443,Normal,0.636452837
38.500517,172.217.167.132,192.168.137.87,TLSv1.2,1434,443,40652,Normal,0.636482815
88.397004,172.217.26.173,192.168.137.87,TCP,1434,443,47516,Normal,0.636585043
35.650257,172.217.167.132,192.168.137.87,TLSv1.2,1434,443,40652,Normal,0.636603865
33.180453,192.168.137.85,178.33.210.255,TCP,66,40139,80,Botnet,0.636619939
67.336413,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.636620458
10.270565,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.636655942
8.027761,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.636664505
11.199346,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.636683953
52.324458,172.217.167.132,192.168.137.87,TLSv1.2,1434,443,40652,Normal,0.63672451
60.050633,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.636756481
5.644771,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.636778893
11.850898,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.636800756
0.678695,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.63689304
12.780574,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.636918116
118.166063,183.36.108.251,192.168.137.87,TCP,66,80,44063,Normal,0.636951823
9.395389,192.168.137.87,158.69.127.66,TCP,78,36387,443,Normal,0.636959442
61.483712,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.636970921
113.472607,192.168.137.87,172.217.167.132,TCP,94,40652,443,Normal,0.63700212
69.121176,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.637048582
67.969116,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.637048933
87.747115,172.217.26.173,192.168.137.87,TLSv1.2,1434,443,47516,Normal,0.637049448
60.361596,172.217.26.173,192.168.137.233,TLSv1.2,1434,443,51407,Botnet,0.637088369
60.266011,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.637141024
98.371701,192.168.137.233,183.36.108.251,TCP,54,56130,80,Botnet,0.637161691
108.614988,183.36.108.251,192.168.137.233,TCP,74,80,56135,Botnet,0.637168164
112.500834,192.168.137.233,183.36.108.251,TCP,54,56030,80,Botnet,0.637222248
69.177772,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.637258221
41.945565,103.102.166.224,192.168.137.87,TCP,1434,443,53196,Normal,0.637299259
59.616768,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.637359633
4.807151,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.637396914
6.456122,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.637478636
1.469094,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.63748293
6.226531,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.637507525
69.079843,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.637518156
67.010847,192.168.137.85,59.152.9.237,TCP,78,36674,443,Botnet,0.637574869
9.697355,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.637649561
81.209218,192.168.137.233,183.36.108.251,TCP,74,56014,80,Botnet,0.637650838
1.21839,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.637670244
65.89928,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.637670777
34.510957,192.168.137.233,183.36.108.251,HTTP,989,55974,80,Botnet,0.637703427
63.149997,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.637732317
88.520564,172.217.26.173,192.168.137.87,TLSv1.2,1434,443,47516,Normal,0.637733947
64.386658,183.36.108.251,192.168.137.233,TCP,66,80,56003,Botnet,0.637754829
40.381933,192.168.137.233,183.36.108.251,TCP,66,55978,80,Botnet,0.63775655
41.49533,192.168.137.233,183.36.108.251,TCP,54,56079,80,Botnet,0.637784942
63.54915,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.637953553
116.897914,192.168.137.87,192.229.237.96,TCP,66,44118,443,Normal,0.63796052
12.356924,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.637961597
64.958899,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.638000953
62.985883,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.638001668
7.113294,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.638003368
4.313037,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.638081243
12.540176,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.638305786
68.613225,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.638330028
88.176198,192.168.137.87,172.217.26.173,TCP,66,47516,443,Normal,0.638333568
10.492814,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.638397539
41.227491,192.168.137.87,183.36.108.251,TCP,74,43980,80,Normal,0.638404797
5.196936,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.638433221
5.438899,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.638437393
83.934323,192.168.137.233,183.36.108.251,TCP,54,56120,80,Botnet,0.63852505
1.508924,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.638560631
54.475821,172.217.166.97,192.168.137.87,TLSv1.2,112,443,55780,Normal,0.638575887
63.912128,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.638649049
4.707429,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.638766977
66.308481,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.638799181
64.779578,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.638801435
1.116419,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.638807246
60.337599,172.217.26.173,192.168.137.233,TLSv1.2,1434,443,51407,Botnet,0.63886168
3.582811,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.638873162
8.299438,192.168.137.87,158.69.127.66,TCP,78,36387,443,Normal,0.638874332
114.11038,172.217.167.132,192.168.137.87,TCP,66,443,40652,Normal,0.638883917
60.183456,192.168.137.233,172.217.26.173,TCP,66,51407,443,Botnet,0.638901251
0.557849,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.638905353
111.155226,192.168.137.87,172.217.167.132,TLSv1.2,112,40652,443,Normal,0.638945432
121.025143,192.168.137.87,192.229.237.96,TCP,66,44123,443,Normal,0.639024615
10.506859,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.639039175
191.896444,172.217.163.200,192.168.137.87,TCP,129,443,39461,Normal,0.63909219
67.727808,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.639113203
63.290075,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.639143532
10.933772,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.639146928
9.052819,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.639203662
41.986779,192.168.137.87,103.102.166.224,TCP,66,53196,443,Normal,0.639214339
13.544409,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.639231311
67.515036,192.168.137.85,59.152.9.237,TCP,94,36674,443,Botnet,0.639261527
5.764312,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.639312405
95.499818,192.168.137.233,172.217.163.194,TLSv1.2,572,42062,443,Botnet,0.639409243
59.445733,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.639413216
9.755995,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.639461413
59.652872,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.639536685
6.172905,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.639544877
1.152317,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.639579049
7.439545,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.639618177
73.719625,192.168.137.233,183.36.108.251,TCP,54,56107,80,Botnet,0.639668256
113.156173,172.217.167.132,192.168.137.87,TLSv1.2,1434,443,40652,Normal,0.639668476
12.232893,192.168.137.87,158.69.127.66,TCP,78,36387,443,Normal,0.639703949
69.046106,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.639708254
41.58818,192.168.137.87,183.36.108.251,HTTP,989,43980,80,Normal,0.639758159
12.670922,158.69.127.66,192.168.137.87,SSLv2,1434,443,36387,Normal,0.639763273
68.420743,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.639769093
8.201274,192.168.137.87,158.69.127.66,TCP,78,36387,443,Normal,0.639777838
39.618927,192.168.137.85,37.187.163.89,TCP,54,32880,80,Botnet,0.639781744
3.476768,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.639783921
122.702863,172.217.163.194,192.168.137.233,TCP,66,443,42062,Botnet,0.639785764
113.216038,192.168.137.87,172.217.167.132,TCP,66,40652,443,Normal,0.639789558
12.545914,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.639816051
115.2619,172.217.163.98,192.168.137.87,TCP,66,443,51444,Normal,0.639828931
1.22521,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.63986754
66.221838,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.639924795
6.70731,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.63993723
63.37956,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.639938578
60.195185,192.168.137.233,172.217.26.173,TCP,66,51407,443,Botnet,0.639946106
11.138871,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.63994634
9.151517,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.639951412
67.389733,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.639959155
0.338248,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.639998951
6.031309,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.640010594
38.882061,192.168.137.233,23.20.239.12,TCP,66,41185,80,Botnet,0.640029022
2.023765,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.640030606
12.426743,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.640098664
66.688316,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.640109452
1.111964,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.640111743
9.032356,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.640146837
7.675915,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.640166505
7.116705,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.640176455
5.358602,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.640176892
2.600331,192.168.137.85,23.20.239.12,TCP,66,57263,80,Botnet,0.640213323
12.399338,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.640291167
41.428523,172.217.167.132,192.168.137.87,TCP,66,443,40652,Normal,0.640296437
63.874231,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.640372123
120.945792,192.229.237.96,192.168.137.87,TCP,1434,443,44123,Normal,0.640382986
3.00392,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.640396001
54.268445,192.168.137.87,183.36.108.251,TCP,74,43999,80,Normal,0.640401103
7.317412,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.640408707
63.259509,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.640417028
35.402383,192.168.137.87,192.168.137.1,DNS,78,59353,53,Normal,0.640420481
2.895477,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.640443233
60.502688,172.217.26.173,192.168.137.233,TLSv1.2,1434,443,51407,Botnet,0.640454742
5.374631,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.640456262
66.54227,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.640497464
121.648761,104.244.42.130,192.168.137.87,TLSv1.2,104,443,50331,Normal,0.640556577
